,Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
91832,2022-2023,EPL,Liverpool,Kostas Tsimikas,gr GRE,DF,26.0,6.0,536.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,19.0,21.0,67.0,0.0,0.67,0.67,0.0,0.67,0.6,0.6,1.5,2.1,0.11,0.24,0.35,0.11,0.35
91833,2022-2023,EPL,Liverpool,Stefan Bajcetic,es ESP,MF,18.0,6.0,526.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,21.0,1.0,0.17,0.0,0.17,0.17,0.17,0.8,0.8,0.4,1.1,0.15,0.08,0.23,0.15,0.23
91834,2022-2023,EPL,Liverpool,Diogo Jota,pt POR,"FW,MF",26.0,4.0,451.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,15.0,15.0,35.0,0.0,0.4,0.4,0.0,0.4,2.0,2.0,1.5,3.5,0.45,0.32,0.77,0.45,0.77
91835,2022-2023,EPL,Liverpool,Fabio Carvalho,pt POR,"MF,FW",20.0,4.0,340.0,3.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,11.0,24.0,0.53,0.0,0.53,0.53,0.53,1.1,1.1,0.1,1.2,0.3,0.03,0.32,0.3,0.32
91836,2022-2023,EPL,Liverpool,Alex Oxlade-Chamberlain,eng ENG,"FW,MF",29.0,4.0,314.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,12.0,24.0,0.29,0.0,0.29,0.29,0.29,1.3,1.3,0.9,2.2,0.37,0.25,0.62,0.37,0.62
91837,2022-2023,EPL,Liverpool,Naby Keïta,gn GUI,MF,28.0,3.0,293.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.4,0.2,0.22,0.42,0.2,0.42
91838,2022-2023,EPL,Liverpool,Curtis Jones,eng ENG,"MF,FW",22.0,1.0,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.08,0.09,0.17,0.08,0.17
91839,2022-2023,EPL,Liverpool,Nathaniel Phillips,eng ENG,DF,25.0,1.0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
91840,2022-2023,EPL,Liverpool,Ben Doak,sct SCO,FW,17.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91841,2022-2023,EPL,Liverpool,Bobby Clark,eng ENG,MF,18.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91852,2022-2023,EPL,Brighton,Lewis Dunk,eng ENG,DF,31.0,24.0,2159.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,1.3,0.04,0.01,0.06,0.04,0.06
91853,2022-2023,EPL,Brighton,Pascal Groß,de GER,"MF,DF",31.0,24.0,2091.0,23.2,6.0,4.0,10.0,6.0,0.0,0.0,2.0,0.0,36.0,158.0,131.0,0.26,0.17,0.43,0.26,0.43,3.4,3.4,6.7,10.1,0.15,0.3,0.45,0.15,0.45
91854,2022-2023,EPL,Brighton,Solly March,eng ENG,"FW,DF",28.0,24.0,2061.0,22.9,5.0,4.0,9.0,5.0,0.0,0.0,2.0,0.0,77.0,98.0,261.0,0.22,0.17,0.39,0.22,0.39,5.4,5.4,5.0,10.4,0.25,0.23,0.48,0.25,0.48
91855,2022-2023,EPL,Brighton,Moisés Caicedo,ec ECU,MF,21.0,22.0,1999.0,22.2,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,18.0,134.0,32.0,0.05,0.05,0.09,0.05,0.09,1.0,1.0,1.5,2.5,0.05,0.07,0.12,0.05,0.12
91856,2022-2023,EPL,Brighton,Robert Sánchez,es ESP,GK,25.0,22.0,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91857,2022-2023,EPL,Brighton,Alexis Mac Allister,ar ARG,MF,24.0,20.0,1817.0,20.2,7.0,1.0,8.0,3.0,4.0,4.0,6.0,0.0,30.0,98.0,37.0,0.35,0.05,0.4,0.15,0.2,6.9,3.8,2.2,5.9,0.36,0.11,0.47,0.2,0.31
91858,2022-2023,EPL,Brighton,Pervis Estupiñán,ec ECU,DF,25.0,18.0,1487.0,16.5,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,53.0,87.0,103.0,0.0,0.18,0.18,0.0,0.18,0.3,0.3,2.7,3.1,0.02,0.18,0.2,0.02,0.2
91859,2022-2023,EPL,Brighton,Joël Veltman,nl NED,DF,31.0,17.0,1628.0,18.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,34.0,118.0,29.0,0.06,0.06,0.11,0.06,0.11,1.4,1.4,0.5,1.8,0.08,0.03,0.11,0.08,0.11
91860,2022-2023,EPL,Brighton,Adam Webster,eng ENG,DF,28.0,17.0,1497.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,78.0,5.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.1,1.6,0.1,0.0,0.1,0.1,0.1
91861,2022-2023,EPL,Brighton,Leandro Trossard,be BEL,"FW,MF",28.0,16.0,1315.0,14.6,7.0,2.0,9.0,7.0,0.0,0.0,1.0,0.0,40.0,67.0,118.0,0.48,0.14,0.62,0.48,0.62,4.4,4.4,2.1,6.5,0.3,0.14,0.45,0.3,0.45
91862,2022-2023,EPL,Brighton,Danny Welbeck,eng ENG,FW,32.0,13.0,1180.0,13.1,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,16.0,22.0,78.0,0.15,0.15,0.31,0.15,0.31,4.9,4.9,2.5,7.4,0.38,0.19,0.58,0.38,0.58
91863,2022-2023,EPL,Brighton,Kaoru Mitoma,jp JPN,"FW,MF",25.0,12.0,1192.0,13.2,6.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,70.0,51.0,128.0,0.45,0.15,0.6,0.45,0.6,3.0,3.0,2.8,5.8,0.24,0.23,0.47,0.24,0.47
91864,2022-2023,EPL,Brighton,Adam Lallana,eng ENG,"MF,FW",34.0,12.0,722.0,8.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,10.0,33.0,43.0,0.25,0.12,0.37,0.25,0.37,0.9,0.9,1.0,1.9,0.11,0.12,0.23,0.11,0.23
91865,2022-2023,EPL,Brighton,Levi Colwill,eng ENG,DF,20.0,5.0,463.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.03,0.03,0.06,0.03,0.06
91866,2022-2023,EPL,Brighton,Evan Ferguson,ie IRL,FW,18.0,5.0,454.0,5.0,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,4.0,5.0,24.0,0.59,0.4,0.99,0.59,0.99,1.9,1.9,0.3,2.2,0.45,0.06,0.51,0.45,0.51
91867,2022-2023,EPL,Brighton,Tariq Lamptey,gh GHA,DF,22.0,3.0,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,26.0,58.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.04,0.04,0.08,0.04,0.08
91868,2022-2023,EPL,Brighton,Deniz Undav,de GER,"FW,MF",26.0,2.0,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,0.7,2.6,0.69,0.26,0.95,0.69,0.95
91869,2022-2023,EPL,Brighton,Enock Mwepu,zm ZAM,"FW,MF",25.0,2.0,213.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,17.0,0.0,0.42,0.42,0.0,0.42,0.2,0.2,0.5,0.7,0.09,0.2,0.29,0.09,0.29
91870,2022-2023,EPL,Brighton,Jason Steele,eng ENG,GK,32.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91871,2022-2023,EPL,Brighton,Billy Gilmour,sct SCO,MF,21.0,2.0,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.12,0.05,0.17,0.12,0.17
91872,2022-2023,EPL,Brighton,Jeremy Sarmiento,ec ECU,MF,20.0,1.0,173.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,11.0,20.0,0.0,0.52,0.52,0.0,0.52,0.3,0.3,0.2,0.5,0.18,0.11,0.28,0.18,0.28
91873,2022-2023,EPL,Brighton,Jan Paul van Hecke,nl NED,DF,22.0,1.0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.67,0.0,0.67,0.67,0.67
91874,2022-2023,EPL,Brighton,Julio César Enciso,py PAR,"FW,MF",19.0,0.0,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,0.41,0.07,0.48,0.41,0.48
91875,2022-2023,EPL,Brighton,Facundo Buonanotte,ar ARG,"FW,MF",18.0,0.0,50.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.8,1.8,0.0,1.8,0.1,0.1,0.1,0.3,0.25,0.21,0.46,0.25,0.46
91876,2022-2023,EPL,Brighton,Andrew Moran,ie IRL,FW,19.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91886,2022-2023,EPL,Fulham,Tim Ream,us USA,DF,35.0,27.0,2427.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,21.0,93.0,1.0,0.04,0.0,0.04,0.04,0.04,0.3,0.3,0.0,0.3,0.01,0.0,0.01,0.01,0.01
91887,2022-2023,EPL,Fulham,Andreas Pereira,br BRA,MF,27.0,27.0,2240.0,24.9,2.0,6.0,8.0,1.0,1.0,1.0,7.0,0.0,44.0,94.0,106.0,0.08,0.24,0.32,0.04,0.28,4.3,3.5,4.9,8.4,0.18,0.2,0.38,0.14,0.35
91888,2022-2023,EPL,Fulham,Harrison Reed,eng ENG,MF,28.0,26.0,2130.0,23.7,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,23.0,70.0,64.0,0.08,0.04,0.13,0.08,0.13,1.3,1.3,2.0,3.3,0.06,0.09,0.15,0.06,0.15
91889,2022-2023,EPL,Fulham,Bernd Leno,de GER,GK,31.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91890,2022-2023,EPL,Fulham,Bobby Reid,jm JAM,"FW,DF",30.0,25.0,2058.0,22.9,4.0,1.0,5.0,4.0,0.0,0.0,7.0,0.0,43.0,46.0,142.0,0.17,0.04,0.22,0.17,0.22,3.6,3.6,1.3,4.9,0.16,0.06,0.23,0.16,0.23
91891,2022-2023,EPL,Fulham,João Palhinha,pt POR,MF,27.0,24.0,2135.0,23.7,3.0,0.0,3.0,3.0,0.0,0.0,10.0,0.0,4.0,73.0,14.0,0.13,0.0,0.13,0.13,0.13,2.2,2.2,0.3,2.4,0.09,0.01,0.1,0.09,0.1
91892,2022-2023,EPL,Fulham,Antonee Robinson,us USA,DF,25.0,24.0,2098.0,23.3,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,76.0,85.0,92.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,1.0,1.0,0.0,0.05,0.05,0.0,0.05
91893,2022-2023,EPL,Fulham,Aleksandar Mitrović,rs SRB,FW,28.0,21.0,1813.0,20.1,11.0,1.0,12.0,8.0,3.0,6.0,6.0,0.0,19.0,39.0,88.0,0.55,0.05,0.6,0.4,0.45,12.2,7.5,2.1,9.6,0.64,0.11,0.75,0.39,0.5
91894,2022-2023,EPL,Fulham,Kenny Tete,nl NED,DF,27.0,20.0,1768.0,19.6,0.0,4.0,4.0,0.0,0.0,0.0,6.0,0.0,46.0,64.0,40.0,0.0,0.2,0.2,0.0,0.2,0.4,0.4,1.4,1.8,0.02,0.08,0.1,0.02,0.1
91895,2022-2023,EPL,Fulham,Willian,br BRA,FW,34.0,17.0,1459.0,16.2,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,64.0,74.0,89.0,0.19,0.12,0.31,0.19,0.31,2.5,2.5,2.5,5.0,0.15,0.16,0.31,0.15,0.31
91896,2022-2023,EPL,Fulham,Issa Diop,fr FRA,DF,26.0,15.0,1416.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,53.0,3.0,0.06,0.0,0.06,0.06,0.06,0.3,0.3,0.0,0.3,0.02,0.0,0.02,0.02,0.02
91897,2022-2023,EPL,Fulham,Tosin Adarabioyo,eng ENG,DF,25.0,13.0,1185.0,13.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,36.0,1.0,0.08,0.0,0.08,0.08,0.08,0.2,0.2,0.0,0.2,0.01,0.0,0.01,0.01,0.01
91898,2022-2023,EPL,Fulham,Neeskens Kebano,cd COD,FW,31.0,9.0,713.0,7.9,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,21.0,63.0,0.0,0.38,0.38,0.0,0.38,0.5,0.5,1.4,1.8,0.06,0.17,0.23,0.06,0.23
91899,2022-2023,EPL,Fulham,Carlos Vinícius,br BRA,FW,27.0,5.0,562.0,6.2,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,6.0,24.0,0.32,0.16,0.48,0.32,0.48,1.5,1.5,0.6,2.1,0.24,0.1,0.34,0.24,0.34
91900,2022-2023,EPL,Fulham,Harry Wilson,wls WAL,FW,25.0,4.0,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,16.0,39.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.2,0.22,0.03,0.24,0.22,0.24
91901,2022-2023,EPL,Fulham,Daniel James,wls WAL,FW,25.0,3.0,375.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,12.0,27.0,0.24,0.0,0.24,0.24,0.24,1.3,1.3,0.3,1.6,0.33,0.08,0.41,0.33,0.41
91902,2022-2023,EPL,Fulham,Manor Solomon,il ISR,FW,23.0,2.0,282.0,3.1,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,7.0,15.0,18.0,1.28,0.0,1.28,1.28,1.28,1.0,1.0,0.0,1.0,0.42,0.01,0.43,0.42,0.43
91903,2022-2023,EPL,Fulham,Saša Lukić,rs SRB,MF,26.0,2.0,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
91904,2022-2023,EPL,Fulham,Marek Rodák,sk SVK,GK,26.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91905,2022-2023,EPL,Fulham,Layvin Kurzawa,fr FRA,DF,30.0,2.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91906,2022-2023,EPL,Fulham,Tom Cairney,sct SCO,MF,32.0,1.0,471.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,50.0,26.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.2,1.9,0.12,0.24,0.36,0.12,0.36
91907,2022-2023,EPL,Fulham,Kevin Mbabu,ch SUI,"DF,FW",27.0,1.0,144.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,8.0,11.0,0.0,0.62,0.62,0.0,0.62,0.0,0.0,0.4,0.4,0.0,0.25,0.25,0.0,0.25
91908,2022-2023,EPL,Fulham,Jay Stansfield,eng ENG,FW,20.0,1.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,0.26,0.09,0.35,0.26,0.35
91909,2022-2023,EPL,Fulham,Nathaniel Chalobah,eng ENG,MF,28.0,1.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.71,0.0,0.71,0.71,0.71
91910,2022-2023,EPL,Fulham,Josh Onomah,eng ENG,MF,25.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91911,2022-2023,EPL,Fulham,Luke Harris,wls WAL,"MF,FW",17.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91912,2022-2023,EPL,Fulham,Cédric Soares,pt POR,DF,31.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91913,2022-2023,EPL,Fulham,Shane Duffy,ie IRL,"FW,DF",31.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91914,2022-2023,EPL,Fulham,Tyrese Francois,au AUS,FW,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91924,2022-2023,EPL,Brentford,David Raya,es ESP,GK,27.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01
91925,2022-2023,EPL,Brentford,Bryan Mbeumo,cm CMR,FW,23.0,25.0,1926.0,21.4,5.0,3.0,8.0,4.0,1.0,1.0,4.0,0.0,34.0,51.0,142.0,0.23,0.14,0.37,0.19,0.33,6.2,5.5,2.9,8.4,0.31,0.14,0.45,0.27,0.41
91926,2022-2023,EPL,Brentford,Mathias Jensen,dk DEN,MF,27.0,25.0,1916.0,21.3,4.0,4.0,8.0,4.0,0.0,0.0,3.0,0.0,16.0,91.0,49.0,0.19,0.19,0.38,0.19,0.38,1.7,1.7,2.5,4.2,0.08,0.12,0.2,0.08,0.2
91927,2022-2023,EPL,Brentford,Rico Henry,eng ENG,DF,25.0,24.0,2136.0,23.7,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,68.0,74.0,0.0,0.08,0.08,0.0,0.08,1.1,1.1,1.9,2.9,0.05,0.08,0.13,0.05,0.13
91928,2022-2023,EPL,Brentford,Ben Mee,eng ENG,DF,33.0,24.0,2108.0,23.4,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,39.0,9.0,0.13,0.0,0.13,0.13,0.13,1.8,1.8,0.2,1.9,0.08,0.01,0.09,0.08,0.09
91929,2022-2023,EPL,Brentford,Ivan Toney,eng ENG,FW,26.0,23.0,2059.0,22.9,15.0,3.0,18.0,10.0,5.0,5.0,8.0,0.0,6.0,52.0,109.0,0.66,0.13,0.79,0.44,0.57,13.3,9.4,3.1,12.5,0.61,0.14,0.75,0.43,0.57
91930,2022-2023,EPL,Brentford,Ethan Pinnock,jm JAM,DF,29.0,17.0,1530.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,28.0,9.0,0.06,0.0,0.06,0.06,0.06,1.1,1.1,0.6,1.7,0.07,0.04,0.11,0.07,0.11
91931,2022-2023,EPL,Brentford,Vitaly Janelt,de GER,"MF,DF",24.0,16.0,1539.0,17.1,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,11.0,53.0,19.0,0.18,0.06,0.23,0.18,0.23,2.0,2.0,0.8,2.8,0.12,0.05,0.18,0.12,0.18
91932,2022-2023,EPL,Brentford,Christian Nørgaard,dk DEN,MF,29.0,14.0,1204.0,13.4,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,47.0,5.0,0.07,0.15,0.22,0.07,0.22,1.1,1.1,1.9,3.0,0.09,0.15,0.24,0.09,0.24
91933,2022-2023,EPL,Brentford,Josh Dasilva,eng ENG,MF,24.0,12.0,1091.0,12.1,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,46.0,48.0,43.0,0.25,0.16,0.41,0.25,0.41,0.9,0.9,1.4,2.3,0.08,0.11,0.2,0.08,0.2
91934,2022-2023,EPL,Brentford,Aaron Hickey,sct SCO,DF,20.0,12.0,976.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,24.0,44.0,29.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.01,0.0,0.02,0.01,0.02
91935,2022-2023,EPL,Brentford,Yoane Wissa,cd COD,FW,26.0,11.0,1092.0,12.1,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,15.0,20.0,71.0,0.33,0.16,0.49,0.33,0.49,3.4,3.4,2.2,5.6,0.28,0.19,0.47,0.28,0.47
91936,2022-2023,EPL,Brentford,Mads Roerslev,dk DEN,DF,23.0,10.0,934.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,31.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,1.3,0.03,0.09,0.13,0.03,0.13
91937,2022-2023,EPL,Brentford,Kristoffer Ajer,no NOR,DF,24.0,9.0,763.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.0,0.01
91938,2022-2023,EPL,Brentford,Mathias Jørgensen,dk DEN,DF,32.0,8.0,745.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.5,0.06,0.01,0.06,0.06,0.06
91939,2022-2023,EPL,Brentford,Pontus Jansson,se SWE,DF,32.0,6.0,515.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91940,2022-2023,EPL,Brentford,Frank Onyeka,ng NGA,MF,25.0,4.0,459.0,5.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,10.0,0.0,0.2,0.2,0.0,0.2,0.4,0.4,0.5,0.9,0.07,0.11,0.18,0.07,0.18
91941,2022-2023,EPL,Brentford,Shandon Baptiste,gd GRN,MF,24.0,4.0,439.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,32.0,19.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.9,0.04,0.15,0.19,0.04,0.19
91942,2022-2023,EPL,Brentford,Mikkel Damsgaard,dk DEN,"MF,FW",22.0,3.0,449.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.8,1.3,0.11,0.18,0.3,0.11,0.3
91943,2022-2023,EPL,Brentford,Keane Lewis-Potter,eng ENG,"FW,MF",22.0,3.0,321.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,39.0,0.0,0.28,0.28,0.0,0.28,0.5,0.5,1.2,1.7,0.14,0.35,0.49,0.14,0.49
91944,2022-2023,EPL,Brentford,Kevin Schade,de GER,"FW,MF",21.0,0.0,98.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.92,0.92,0.0,0.92,0.2,0.2,0.4,0.5,0.21,0.46,0.67,0.21,0.67
91945,2022-2023,EPL,Brentford,Saman Ghoddos,ir IRN,"MF,FW",29.0,0.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.05,0.23,0.27,0.05,0.27
91946,2022-2023,EPL,Brentford,Sergi Canós,es ESP,"FW,DF",26.0,0.0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.09,0.03,0.11,0.09,0.11
91947,2022-2023,EPL,Brentford,Mads Bech Sørensen,dk DEN,"DF,MF",24.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
